gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors	
LOC105372698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.093199376	1.087433971	0	2.180633347	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LRRC74A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.093339425	1.087292409	0	2.180631834	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
TOP1MT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.093317312	1.087302823	0	2.180620135	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ZFHX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.093280457	1.087293679	0	2.180574136	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
RPUSD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091327143	1.088933802	0	2.180260945	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
DUSP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092587584	1.087453074	0	2.180040657	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
CALCOCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092712891	1.087293529	0	2.180006419	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
STAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092661294	1.087302117	0	2.179963411	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
FOXB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092646552	1.087304359	0	2.17995091	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
CRABP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0925581	1.087301272	0	2.179859372	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
AQP12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092499132	1.087292509	0	2.17979164	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
RBM47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092454906	1.087291099	0	2.179746004	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PDZD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092432793	1.087291539	0	2.179724331	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC02275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09241068	1.087293909	0	2.179704588	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NALCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086521253	1.093032808	0	2.17955406	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC100130238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092226405	1.087297122	0	2.179523527	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SEC16A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092093727	1.087290699	0	2.179384426	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
MBOAT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.092086356	1.087295359	0	2.179381715	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SNAR-F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091710435	1.087443202	0	2.179153637	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PSAPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091813629	1.087299388	0	2.179113017	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NAV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091703064	1.087293049	0	2.178996113	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC02337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091540902	1.087298325	0	2.178839227	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PKP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091253433	1.087460032	0	2.178713466	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LIMK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091290288	1.087364518	0	2.178654807	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC107986649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091334514	1.08729796	0	2.178632474	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SELENOW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091069158	1.087509009	0	2.178578168	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
ZNF733P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091076529	1.087326205	0	2.178402734	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC02851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091017561	1.087297213	0	2.178314774	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC02521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090833286	1.087349523	0	2.178182809	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105378379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090707979	1.087370476	0	2.178078455	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LAMA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090501591	1.087299751	0	2.177801343	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
C6orf141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090479478	1.087300991	0	2.177780469	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LRRC69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090427881	1.087291939	0	2.17771982	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC101927598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090405768	1.087302616	0	2.177708384	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC107984626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090368913	1.087297517	0	2.17766643	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
TMDD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090354171	1.087301449	0	2.17765562	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
MIR635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090309946	1.087311416	0	2.177621361	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PROSER2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09026572	1.08730979	0	2.177575509	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105376692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090228865	1.08729892	0	2.177527784	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NPC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090184639	1.087289919	0	2.177474557	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PLCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090155155	1.087295999	0	2.177451154	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
TBC1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089919283	1.087290819	0	2.177210101	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
RAB43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089735008	1.087292439	0	2.177027446	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC01428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.081110941	1.095883955	0	2.176994896	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
EEF1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089698153	1.087292249	0	2.176990401	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
MRPL48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089521249	1.087290989	0	2.176812238	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
HSD17B8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089403313	1.087299692	0	2.176703005	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PDLIM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089329603	1.087302968	0	2.176632571	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC731075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089167441	1.087292609	0	2.17646005	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105375730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083808726	1.09242475	0	2.176233476	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RUVBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08879152	1.087297639	0	2.17608916	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SYNM-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.088784149	1.087296189	0	2.176080338	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC01181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.088548277	1.087299141	0	2.175847418	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NDUFS7	0	0	0	0	0	0	0	0	0	0	0	0	1.093995673	0	0	0	0	0	0	0	0	0	0	0	0	1.081722734	0	0	2.175718407	TRANSCRIPTOMICS: Dai_34276789_data	
ANXA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.088393486	1.087301589	0	2.175695076	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105378604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.088282921	1.087290659	0	2.17557358	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
DAGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08820184	1.087290339	0	2.175492179	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SLC12A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08805442	1.08730037	0	2.17535479	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC105373605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.088002823	1.087297354	0	2.175300178	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
TMEM132D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087951226	1.087291909	0	2.175243135	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
UVSSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087921742	1.087294219	0	2.175215961	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
MIR4717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087899629	1.087293429	0	2.175193058	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LOC107986788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087811177	1.087298539	0	2.175109717	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NTM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087752209	1.087293349	0	2.175045558	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PLCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087567935	1.087407313	0	2.174975247	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
HSBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087368918	1.08757924	0	2.174948158	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
BPGM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087479483	1.087292149	0	2.174771631	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
LINC02214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087464741	1.087290679	0	2.174755419	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
GPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087376289	1.087290009	0	2.174666297	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
CADM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087007739	1.087549785	0	2.174557524	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
KDM4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087250982	1.087294119	0	2.1745451	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
C5orf49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08723624	1.087296019	0	2.174532259	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
NUBPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087214127	1.087296931	0	2.174511058	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PCBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086381204	1.088098044	0	2.174479248	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
FRMD4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087096191	1.087295319	0	2.17439151	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105375334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086934029	1.087298119	0	2.174232148	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105374493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086838206	1.087293749	0	2.174131955	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
IAH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086491769	1.087626432	0	2.174118201	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TRIO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086373833	1.087294629	0	2.173668462	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CPNE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086211671	1.087296941	0	2.173508612	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CDH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086115848	1.087299489	0	2.173415337	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
FYB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086086364	1.087295989	0	2.173382353	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MKLN1-AS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086012654	1.087351753	0	2.173364407	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
BTBD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08598317	1.087289889	0	2.173273059	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LRPAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085813637	1.087294149	0	2.173107786	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MIR3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085150247	1.08795251	0	2.173102758	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
AKAP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085776782	1.087299291	0	2.173076074	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DDX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085430345	1.087295249	0	2.172725594	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RPS6KA2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085415603	1.087298504	0	2.172714108	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
AZIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08413305	1.088441738	0	2.172574788	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107984905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085268183	1.087294969	0	2.172563152	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MLPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085061796	1.087290449	0	2.172352244	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
APH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085024941	1.087302176	0	2.172327116	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
FCHO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.084951231	1.087292919	0	2.172244149	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.084663762	1.087294449	0	2.17195821	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107986398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.084634278	1.08730751	0	2.171941787	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MAFK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.084486858	1.087294019	0	2.171780876	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC01629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083653935	1.088080386	0	2.171734321	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SLC6A18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083816097	1.087699069	0	2.171515166	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC00489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.084214131	1.087295959	0	2.17151009	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
JAKMIP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.084192018	1.087301949	0	2.171493967	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
REST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.084118308	1.087292809	0	2.171411117	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
BCAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083668677	1.087375306	0	2.171043983	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105378605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083454918	1.087292169	0	2.170747087	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PRSS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083388579	1.087299185	0	2.170687764	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TENM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083226417	1.087290589	0	2.170517006	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
AKIRIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083211675	1.087302895	0	2.17051457	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
C5orf58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083130594	1.087291019	0	2.170421613	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DLX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083071626	1.087293159	0	2.170364785	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DLGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082894722	1.087308964	0	2.170203686	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LMTK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082857867	1.087294889	0	2.170152756	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HPS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082157623	1.087910169	0	2.170067792	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105378394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082739931	1.087297385	0	2.170037316	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DPYSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082415608	1.087300674	0	2.169716281	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC02557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08235664	1.087298402	0	2.169655042	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SHC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082297672	1.087299672	0	2.169597344	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
GRAMD1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082150252	1.087292289	0	2.16944254	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC02837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082083913	1.087292969	0	2.169376881	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082017574	1.087295939	0	2.169313513	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
EN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082002832	1.087294339	0	2.16929717	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TRMT9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08176696	1.087523451	0	2.169290411	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
INHBA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08184067	1.087291689	0	2.169132358	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RIPOR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.081803815	1.087291929	0	2.169095743	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
