Mouse Genes,Human Ortholog Symbol
Nr2f1,ENSG00000175745
Coq9,ENSG00000088682
Prx,ENSG00000105227
Sgcg,ENSG00000102683
Gtf2h5,ENSG00000272047
Rpl35,ENSG00000136942
Npr1,ENSG00000169418
Prkar1a,ENSG00000108946
Smim14,ENSG00000163683
D630039A03Rik,ENSG00000188959
Gsr,ENSG00000104687
Tmem43,ENSG00000170876
Gck,ENSG00000106633
Shc4,ENSG00000185634
Ypel5,ENSG00000119801
Dusp23,ENSG00000158716
Fam63b,ENSG00000128923
Agpat4,ENSG00000026652
Sox9,ENSG00000125398
Gng7,ENSG00000176533
Lpl,ENSG00000175445
Dynlt1f,ENSG00000146425
Tmem53,ENSG00000126106
Tlk2,ENSG00000146872
Dlg4,ENSG00000132535
Vav2,ENSG00000160293
Kbtbd11,ENSG00000176595
Pear1,ENSG00000187800
Gdpd2,ENSG00000130055
Hcfc1,ENSG00000172534
Ift122,ENSG00000163913
Prdm9,ENSG00000126856
Nadk2,ENSG00000152620
Hars,ENSG00000170445
Cox7c,ENSG00000127184
Napb,ENSG00000125814
Ranbp9,ENSG00000010017
Ltbp3,ENSG00000168056
Klhdc8b,ENSG00000185909
Gjc2,ENSG00000198835
Rrnad1,ENSG00000143303
Uqcrq,ENSG00000164405
Fam129c,ENSG00000167483
Myom1,ENSG00000101605
Acsl1,ENSG00000151726
Srebf2,ENSG00000198911
Tgfbr1,ENSG00000106799
Itgb1,ENSG00000150093
Stmn2,ENSG00000104435
Gimap6,ENSG00000133561
Ankrd32,ENSG00000133302
Cln8,ENSG00000182372
Hsf2,ENSG00000025156
Smpdl3a,ENSG00000172594
Spop,ENSG00000121067
Dock9,ENSG00000088387
Mocos,ENSG00000075643
Fbxo30,ENSG00000109670
1600029I14Rik,ENSG00000181322
Scml4,ENSG00000146285
Tulp1,ENSG00000112041
Tmem246,ENSG00000165152
Eif3e,ENSG00000104408
Zfp787,ENSG00000142409
Gpr63,ENSG00000112218
Xrcc3,ENSG00000126215
Bzw1,ENSG00000082153
Grin3b,ENSG00000116032
Prpf4b,ENSG00000112739
Smim4,ENSG00000168273
Zfp811,ENSG00000223547
Lsm14a,ENSG00000257103
Nrm,ENSG00000137404
Klhl17,ENSG00000187961
Chmp3,ENSG00000115561
Slc17a7,ENSG00000104888
Cmpk1,ENSG00000162368
Tmem176b,ENSG00000106565
1810037I17Rik,ENSG00000164096
Sez6l,ENSG00000100095
Mab21l3,ENSG00000173212
Elp3,ENSG00000134014
Acss3,ENSG00000111058
Bap1,ENSG00000151276
Smpd3,ENSG00000103056
A130010J15Rik,ENSG00000162757
Ralgapa2,ENSG00000188559
Tssc1,ENSG00000032389
Stard7,ENSG00000084090
Dio1,ENSG00000211452
Hnrnph1,ENSG00000169045
Dph5,ENSG00000117543
Cpt1b,ENSG00000205560
Dpy19l3,ENSG00000178904
Cct6a,ENSG00000146731
Pcdhga9,ENSG00000261934
Rbm34,ENSG00000188739
Ralbp1,ENSG00000017797
Syde2,ENSG00000097096
Selplg,ENSG00000110876
Lgals4,ENSG00000171747
Hspb1,ENSG00000106211
Nudt15,ENSG00000136159
Tle2,ENSG00000065717
Dpysl2,ENSG00000092964
Nppa,ENSG00000175206
Slc44a1,ENSG00000070214
Fancf,ENSG00000183161
Kcnj13,ENSG00000115474
Tbc1d5,ENSG00000131374
Hs6st1,ENSG00000136720
Eef2k,ENSG00000103319
Fam193a,ENSG00000125386
Pnn,ENSG00000100941
Hirip3,ENSG00000149929
Zfr,ENSG00000056097
Ndufaf7,ENSG00000003509
Rnpc3,ENSG00000185946
Col1a2,ENSG00000164692
Bco2,ENSG00000197580
Pdia6,ENSG00000143870
Kcnk5,ENSG00000164626
Mars,ENSG00000166986
Adra1b,ENSG00000170214
Kdm7a,ENSG00000006459
Unc93b1,ENSG00000110057
Ezh2,ENSG00000106462
Mark2,ENSG00000072518
Wdtc1,ENSG00000142784
Epb4.1,ENSG00000159023
Zswim5,ENSG00000162415
Slc4a7,ENSG00000033867
Capg,ENSG00000042493
Eef1e1,ENSG00000124802
Arhgap18,ENSG00000146376
Mmp2,ENSG00000087245
Cdkn2d,ENSG00000129355
Cdon,ENSG00000064309
Ets2,ENSG00000157557
Farp2,ENSG00000006607
Pde8a,ENSG00000073417
Rab9,ENSG00000123595
Armc8,ENSG00000114098
Tpd52l2,ENSG00000101150
Clcc1,ENSG00000121940
Cactin,ENSG00000105298
Sh3pxd2b,ENSG00000174705
Fam151b,ENSG00000152380
Tipin,ENSG00000075131
Mettl17,ENSG00000165792
Zfp945,ENSG00000196378
Sap30bp,ENSG00000161526
Brms1,ENSG00000100916
Parm1,ENSG00000169116
Nptn,ENSG00000156642
Gemin4,ENSG00000179409
Lox,ENSG00000113083
Sin3a,ENSG00000169375
Ccnt2,ENSG00000082258
Wls,ENSG00000116729
Kcnn4,ENSG00000104783
Micall1,ENSG00000100139
Lgalsl,ENSG00000119862
Zfp551,ENSG00000204519
Pgm5,ENSG00000154330
0610037L13Rik,ENSG00000162384
Fam189a1,ENSG00000104059
Lypla1,ENSG00000120992
Apbb1ip,ENSG00000077420
Gata6,ENSG00000141448
Rtn1,ENSG00000139970
Med9,ENSG00000141026
Fdft1,ENSG00000079459
Id2,ENSG00000115738
Cldn25,ENSG00000080822
Htatsf1,ENSG00000102241
Frmd8,ENSG00000126391
Dnajc11,ENSG00000007923
Arhgap6,ENSG00000047648
Itga2,ENSG00000164171
Acbd4,ENSG00000181513
Sec22b,ENSG00000265808
Cdk11b,ENSG00000248333
Rgs5,ENSG00000143248
Spdef,ENSG00000124664
Nkain3,ENSG00000185942
Usp40,ENSG00000085982
Dtwd1,ENSG00000104047
H3f3b,ENSG00000132475
Glt8d1,ENSG00000016864
Cdk9,ENSG00000136807
Igfbp5,ENSG00000115461
Mapkap1,ENSG00000119487
Flnb,ENSG00000136068
Dnajb2,ENSG00000135924
Pag1,ENSG00000182752
Ugp2,ENSG00000169764
Nkain1,ENSG00000084628
Pkp2,ENSG00000057294
Fut10,ENSG00000172728
Cr1l,ENSG00000203710
Tex264,ENSG00000164081
Zcwpw1,ENSG00000078487
P2ry6,ENSG00000171631
Klhl12,ENSG00000117153
Zc3h11a,ENSG00000058673
Kctd13,ENSG00000174943
2310067B10Rik,ENSG00000177728
Sfxn1,ENSG00000164466
Prrc2a,ENSG00000204469
Ptprq,ENSG00000139304
Mpped2,ENSG00000066382
Soat1,ENSG00000057252
Sh2b1,ENSG00000178188
Hoxa4,ENSG00000197576
Gns,ENSG00000135677
Pwwp2a,ENSG00000170234
Dctpp1,ENSG00000179958
Grpel1,ENSG00000109519
Trp63,ENSG00000073282
Srp54c,ENSG00000100883
Abcc3,ENSG00000108846
Ebi3,ENSG00000105246
Glipr1,ENSG00000139278
Nfkbil1,ENSG00000204498
Tmem38a,ENSG00000072954
Gpr18,ENSG00000125245
Efhc2,ENSG00000183690
Gabarapl1,ENSG00000139112
Hid1,ENSG00000167861
Cyb5d2,ENSG00000167740
Iffo2,ENSG00000169991
Ube4b,ENSG00000130939
Gdf15,ENSG00000130513
Cdc26,ENSG00000176386
Tmem189,ENSG00000240849
Gspt1,ENSG00000103342
Cd2ap,ENSG00000198087
Cnot2,ENSG00000111596
Rad23a,ENSG00000179262
Parn,ENSG00000140694
Bola3,ENSG00000163170
Paqr3,ENSG00000163291
Slco4c1,ENSG00000173930
Fhl3,ENSG00000183386
Lynx1,ENSG00000180155
Gja1,ENSG00000152661
Rere,ENSG00000142599
Krtcap3,ENSG00000157992
Tceal3,ENSG00000196507
Ccno,ENSG00000152669
Srf,ENSG00000112658
Dcaf12l1,ENSG00000198354
Mrpl34,ENSG00000130312
Chil3,ENSG00000134216
Gbp6,ENSG00000183347
Adora3,ENSG00000282608
Arpc1b,ENSG00000130429
Tob1,ENSG00000141232
Man1b1,ENSG00000177239
Plp2,ENSG00000102007
Rps27l,ENSG00000185088
Tbx1,ENSG00000184058
Zswim8,ENSG00000214655
Shfm1,ENSG00000127922
Lpcat4,ENSG00000176454
Abhd1,ENSG00000143994
Lrrc14b,ENSG00000185028
Zw10,ENSG00000086827
P2rx1,ENSG00000108405
Lrrc1,ENSG00000137269
Noc4l,ENSG00000184967
Slc43a3,ENSG00000134802
Rer1,ENSG00000157916
Slc39a8,ENSG00000138821
Tmem59,ENSG00000116209
Dusp28,ENSG00000188542
Rpl38,ENSG00000172809
Endou,ENSG00000111405
S100a13,ENSG00000189171
Gss,ENSG00000100983
Tmem191c,ENSG00000206140
Mcam,ENSG00000076706
Izumo4,ENSG00000099840
Chmp4c,ENSG00000164695
Sorcs1,ENSG00000108018
Gpr34,ENSG00000171659
Cspp1,ENSG00000104218
Rab3a,ENSG00000105649
P2ry1,ENSG00000169860
Ggact,ENSG00000134864
Ttc23,ENSG00000103852
Eea1,ENSG00000102189
Wdr20,ENSG00000140153
Rbfox3,ENSG00000167281
Erg,ENSG00000157554
Scamp5,ENSG00000198794
Plcg2,ENSG00000197943
Cggbp1,ENSG00000163320
Evi5l,ENSG00000142459
Card9,ENSG00000187796
Stam2,ENSG00000115145
Smarca1,ENSG00000102038
Cdh3,ENSG00000062038
Zcchc4,ENSG00000168228
Epb4.1l2,ENSG00000079819
C3ar1,ENSG00000171860
Igfbp4,ENSG00000141753
Thnsl1,ENSG00000185875
Fbln1,ENSG00000077942
Tacc2,ENSG00000138162
Rnf144b,ENSG00000137393
Atf5,ENSG00000169136
Lcn2,ENSG00000148346
Slc25a38,ENSG00000144659
Ptprt,ENSG00000196090
Acat2,ENSG00000167780
Gan,ENSG00000261609
Map3k12,ENSG00000139625
Csnk1d,ENSG00000141551
Ankdd1b,ENSG00000189045
Il16,ENSG00000172349
Tert,ENSG00000164362
Ctdp1,ENSG00000060069
Amigo2,ENSG00000139211
Rbm19,ENSG00000122965
Aldh3a1,ENSG00000108602
Simc1,ENSG00000170085
Tmx2,ENSG00000213593
Dus3l,ENSG00000141994
Nr6a1,ENSG00000148200
Ndufaf3,ENSG00000178057
Pcdh9,ENSG00000184226
Tmem200b,ENSG00000253304
Cd59a,ENSG00000085063
Gad1,ENSG00000128683
Prkd3,ENSG00000115825
Card6,ENSG00000132357
Rpusd4,ENSG00000165526
Ankib1,ENSG00000001629
Fhod3,ENSG00000134775
Fscn1,ENSG00000075618
Ccdc94,ENSG00000105248
Hdac9,ENSG00000048052
Mettl15,ENSG00000169519
Ret,ENSG00000165731
Bcat2,ENSG00000105552
Rps10,ENSG00000124614
B3gnt3,ENSG00000179913
Taok1,ENSG00000160551
Nol9,ENSG00000162408
Slc25a29,ENSG00000197119
Chst11,ENSG00000171310
Smco3,ENSG00000179256
Usp32,ENSG00000170832
Ubn1,ENSG00000118900
Arhgef9,ENSG00000131089
Eid2b,ENSG00000176401
Wwc1,ENSG00000113645
Myo1f,ENSG00000142347
Hiat1,ENSG00000156875
Ing2,ENSG00000168556
Gkap1,ENSG00000165113
Luc7l,ENSG00000007392
Pphln1,ENSG00000134283
Mboat1,ENSG00000172197
Ivns1abp,ENSG00000116679
Mkl1,ENSG00000196588
Cnksr2,ENSG00000149970
Fam73a,ENSG00000180488
Arntl,ENSG00000133794
Selt,ENSG00000198843
Yy2,ENSG00000012174
Camkk1,ENSG00000004660
Smco1,ENSG00000214097
Dgat1,ENSG00000185000
Stk19,ENSG00000204344
Wdr53,ENSG00000185798
Mical3,ENSG00000243156
Mfn2,ENSG00000116688
Eif2b5,ENSG00000145191
Rhbg,ENSG00000132677
9430016H08Rik,ENSG00000162972
Kif13a,ENSG00000137177
Slc35a2,ENSG00000102100
Prickle4,ENSG00000278224
Fastk,ENSG00000164896
Hnrnpc,ENSG00000092199
Gpatch3,ENSG00000198746
Trappc2l,ENSG00000167515
Slc17a5,ENSG00000119899
Fam124a,ENSG00000150510
Ezh1,ENSG00000108799
Reps2,ENSG00000169891
Stac,ENSG00000144681
Nckap1l,ENSG00000123338
Maml2,ENSG00000184384
Mterfd2,ENSG00000122085
Gbp5,ENSG00000154451
Nt5c3,ENSG00000122643
Sepw1,ENSG00000178980
Gdpgp1,ENSG00000183208
Prr11,ENSG00000068489
Btbd6,ENSG00000184887
A830080D01Rik,ENSG00000173681
Nudt4,ENSG00000173598
H2afx,ENSG00000188486
Zbtb26,ENSG00000171448
Cd69,ENSG00000110848
Mlph,ENSG00000115648
Fuca1,ENSG00000179163
Got1,ENSG00000120053
Tmem222,ENSG00000186501
Ciapin1,ENSG00000005194
Coa3,ENSG00000183978
Stk40,ENSG00000196182
Tax1bp3,ENSG00000213977
Asb7,ENSG00000183475
Galnt15,ENSG00000131386
Fam57a,ENSG00000167695
Ints7,ENSG00000143493
Dars,ENSG00000115866
S1pr2,ENSG00000267534
Tmem108,ENSG00000144868
Mcoln3,ENSG00000055732
Pigc,ENSG00000135845
Fbxo21,ENSG00000135108
Mterf1a,ENSG00000127989
Rnf182,ENSG00000180537
Prrc2c,ENSG00000117523
Slc34a2,ENSG00000157765
Fuca2,ENSG00000001036
Mpv17l,ENSG00000156968
Cd37,ENSG00000104894
Klf8,ENSG00000102349
Atp5k,ENSG00000169020
Fam124b,ENSG00000124019
Nnmt,ENSG00000166741
Pop7,ENSG00000172336
Ywhah,ENSG00000128245
Brox,ENSG00000162819
Bcl11a,ENSG00000119866
F2rl1,ENSG00000164251
Zfp366,ENSG00000178175
Cenpl,ENSG00000120334
Heatr3,ENSG00000155393
Tspan18,ENSG00000157570
Tmem251,ENSG00000153485
Htatip2,ENSG00000109854
Rab15,ENSG00000139998
Stard10,ENSG00000214530
Ep300,ENSG00000100393
Scube3,ENSG00000146197
Pex12,ENSG00000108733
Aoah,ENSG00000136250
Rell1,ENSG00000181826
Lins,ENSG00000140471
Stk38,ENSG00000112079
Pygo1,ENSG00000171016
Kif22,ENSG00000079616
Tbkbp1,ENSG00000198933
Mark4,ENSG00000007047
Lrrc9,ENSG00000131951
Ankrd52,ENSG00000139645
Ide,ENSG00000119912
Ebag9,ENSG00000147654
Ccdc132,ENSG00000004766
Mmp13,ENSG00000137745
Strip1,ENSG00000143093
Xkrx,ENSG00000182489
Rcan1,ENSG00000159200
Rbx1,ENSG00000100387
Ilf2,ENSG00000143621
Btbd1,ENSG00000064726
Pitpna,ENSG00000174238
Fkbp7,ENSG00000079150
Krt19,ENSG00000171345
Adamts5,ENSG00000154736
Ipo5,ENSG00000065150
Ovca2,ENSG00000262664
Fam171b,ENSG00000144369
Ampd3,ENSG00000133805
Gm21541,ENSG00000137077
Gm10591,ENSG00000137077
Tmem221,ENSG00000188051
Epdr1,ENSG00000086289
Mdh1,ENSG00000014641
Tcf19,ENSG00000137310
Actr8,ENSG00000113812
Lyve1,ENSG00000133800
Gpc6,ENSG00000183098
Six4,ENSG00000100625
Lrrc75b,ENSG00000178026
Zfp292,ENSG00000188994
2700060E02Rik,ENSG00000087302
Pbdc1,ENSG00000102390
Herc4,ENSG00000148634
Alg10b,ENSG00000139133
Mri1,ENSG00000037757
Fam20b,ENSG00000116199
Pcdhb9,ENSG00000081818
Sacm1l,ENSG00000211456
Sdccag3,ENSG00000165689
Slc25a20,ENSG00000178537
Fgd1,ENSG00000102302
Zbtb7a,ENSG00000178951
Ints8,ENSG00000164941
Prkaa2,ENSG00000162409
Tbc1d9,ENSG00000109436
Zap70,ENSG00000115085
Egfr,ENSG00000146648
Usp43,ENSG00000154914
Ntan1,ENSG00000157045
Ppcs,ENSG00000127125
C330027C09Rik,ENSG00000163507
Golm1,ENSG00000135052
Dnajc3,ENSG00000102580
Rad51d,ENSG00000185379
Cyb561,ENSG00000008283
Tm2d2,ENSG00000169490
Uri1,ENSG00000105176
Zbtb8os,ENSG00000176261
Mxd4,ENSG00000123933
Slc8a3,ENSG00000100678
Zscan25,ENSG00000197037
Wasl,ENSG00000106299
Map3k6,ENSG00000142733
Col1a1,ENSG00000108821
Hn1,ENSG00000189159
Pigb,ENSG00000069943
Socs6,ENSG00000170677
Nfat5,ENSG00000102908
Ube2i,ENSG00000103275
Opa3,ENSG00000125741
Lrsam1,ENSG00000148356
Agbl3,ENSG00000146856
St6gal1,ENSG00000073849
Mknk1,ENSG00000079277
1700030K09Rik,ENSG00000105072
Zfp580,ENSG00000213015
Ppp1r18,ENSG00000146112
Ccl21c,ENSG00000137077
Gm13304,ENSG00000137077
Wipi1,ENSG00000070540
Zbtb12,ENSG00000204366
Lrrc28,ENSG00000168904
Tmcc2,ENSG00000133069
Mgat4a,ENSG00000071073
Ccdc85a,ENSG00000055813
Mrpl54,ENSG00000183617
Tbc1d4,ENSG00000136111
Tuba1a,ENSG00000167552
Leo1,ENSG00000166477
Asap2,ENSG00000151693
Fdx1,ENSG00000137714
Calr3,ENSG00000269058
Fignl2,ENSG00000261308
Wbp5,ENSG00000185222
Gda,ENSG00000119125
Supt4a,ENSG00000213246
Ppp1r3f,ENSG00000049769
Batf2,ENSG00000168062
Tet2,ENSG00000168769
Tmem135,ENSG00000166575
1110059G10Rik,ENSG00000163807
Chac1,ENSG00000128965
Ppfia3,ENSG00000177380
Cep120,ENSG00000168944
Atp6v1a,ENSG00000114573
Entpd5,ENSG00000187097
Aip,ENSG00000175756
Mtss1l,ENSG00000132613
Nipal3,ENSG00000001461
Intu,ENSG00000164066
Srxn1,ENSG00000271303
Gnmt,ENSG00000124713
Zfp597,ENSG00000167981
Dynlrb1,ENSG00000125971
Carhsp1,ENSG00000153048
Pisd,ENSG00000241878
Por,ENSG00000127948
Frem2,ENSG00000150893
Fkbp1b,ENSG00000119782
Ttc14,ENSG00000163728
Gm166,ENSG00000196118
Man2a2,ENSG00000196547
Psmb6,ENSG00000142507
Bod1,ENSG00000145919
Lrrc27,ENSG00000148814
Cks2,ENSG00000123975
Pitpnm3,ENSG00000091622
Aprt,ENSG00000198931
St3gal4,ENSG00000110080
Arhgef37,ENSG00000183111
Trim56,ENSG00000169871
Ppil2,ENSG00000100027
Tyw5,ENSG00000162971
Rnft1,ENSG00000189050
Riiad1,ENSG00000178796
Rnf125,ENSG00000101695
Acap3,ENSG00000131584
Upf1,ENSG00000005007
Id4,ENSG00000172201
Recql4,ENSG00000160957
Hpgds,ENSG00000163106
Pgpep1,ENSG00000130517
Bsn,ENSG00000164061
Jade2,ENSG00000043143
Efcab4a,ENSG00000177685
Rab27b,ENSG00000041353
Ces1g,ENSG00000198848
Zfp108,ENSG00000159915
Cs,ENSG00000062485
Scaf4,ENSG00000156304
Itpr3,ENSG00000096433
Pclo,ENSG00000186472
Wdr83,ENSG00000123154
Arhgef5,ENSG00000050327
Agtrap,ENSG00000177674
Gfm1,ENSG00000168827
Myo1b,ENSG00000128641
Rbm4b,ENSG00000173914
Trim33,ENSG00000197323
Sla,ENSG00000109618
AI464131,ENSG00000164976
Fam214a,ENSG00000047346
Tomm7,ENSG00000196683
Rab5a,ENSG00000144566
Clcf1,ENSG00000175505
Picalm,ENSG00000073921
Mthfs,ENSG00000136371
Fam203a,ENSG00000235173
Rpap1,ENSG00000103932
Atl1,ENSG00000198513
Mgea5,ENSG00000198408
Zfp566,ENSG00000186017
Bok,ENSG00000176720
Cep131,ENSG00000141577
Maea,ENSG00000090316
Sh3tc1,ENSG00000125089
Braf,ENSG00000157764
Txn1,ENSG00000136810
Gpc4,ENSG00000076716
Tbx5,ENSG00000089225
Ubxn2a,ENSG00000173960
Tspyl2,ENSG00000184205
Ttc32,ENSG00000183891
Acox1,ENSG00000161533
Wdr74,ENSG00000133316
Clp1,ENSG00000172409
Gca,ENSG00000115271
Mgat1,ENSG00000131446
Ywhaq,ENSG00000134308
Trp53,ENSG00000141510
Prrt4,ENSG00000224940
Dnajc27,ENSG00000115137
Chp2,ENSG00000166869
Ffar4,ENSG00000186188
Taf15,ENSG00000270647
Ldlrad4,ENSG00000168675
Pik3ap1,ENSG00000155629
Mtg1,ENSG00000148824
Fam129a,ENSG00000135842
Naa35,ENSG00000135040
Zfp672,ENSG00000171161
Casc3,ENSG00000108349
Hook1,ENSG00000134709
Rnf207,ENSG00000158286
Ubp1,ENSG00000153560
Ccdc80,ENSG00000091986
Nr1h3,ENSG00000025434
Ppp2r3c,ENSG00000092020
Zfp11,ENSG00000251247
8430408G22Rik,ENSG00000165507
Runx2,ENSG00000124813
Mysm1,ENSG00000162601
Kctd8,ENSG00000183783
Tmem87b,ENSG00000153214
Dip2b,ENSG00000066084
Wdr5b,ENSG00000196981
Mtmr4,ENSG00000108389
Prdm2,ENSG00000116731
Ier5l,ENSG00000188483
Nans,ENSG00000095380
Aar2,ENSG00000131043
Xpc,ENSG00000154767
Mapk4,ENSG00000141639
Siah1b,ENSG00000196470
Tppp,ENSG00000171368
Ap5b1,ENSG00000254470
Zcchc9,ENSG00000131732
Zfp82,ENSG00000181007
Elp4,ENSG00000109911
Oas2,ENSG00000111335
Nr4a2,ENSG00000153234
Naalad2,ENSG00000077616
Cers3,ENSG00000154227
Tekt5,ENSG00000153060
Uhrf1,ENSG00000276043
Ttc33,ENSG00000113638
9330159F19Rik,ENSG00000189367
Szt2,ENSG00000198198
AU019823,ENSG00000150776
Rhobtb3,ENSG00000164292
Asap1,ENSG00000153317
Lpin1,ENSG00000134324
Sac3d1,ENSG00000168061
Wdyhv1,ENSG00000156795
Ndst1,ENSG00000070614
Dock4,ENSG00000128512
Zscan2,ENSG00000176371
Calcrl,ENSG00000064989
Nsdhl,ENSG00000147383
Enpp4,ENSG00000001561
Colec11,ENSG00000118004
Dzip3,ENSG00000198919
Efemp1,ENSG00000115380
Nln,ENSG00000123213
Sp2,ENSG00000167182
Raver2,ENSG00000162437
Bcam,ENSG00000187244
Tcf7l1,ENSG00000152284
Zfp407,ENSG00000215421
Ttc28,ENSG00000100154
Det1,ENSG00000140543
Abhd10,ENSG00000144827
Cltc,ENSG00000141367
Mterfd1,ENSG00000156469
Sardh,ENSG00000123453
Nktr,ENSG00000114857
Fem1a,ENSG00000141965
Scap,ENSG00000114650
Hmha1,ENSG00000180448
Zbtb5,ENSG00000168795
Dnah8,ENSG00000124721
Gcfc2,ENSG00000005436
Tufm,ENSG00000178952
Agr3,ENSG00000173467
Snx27,ENSG00000143376
Hsph1,ENSG00000120694
Maged2,ENSG00000102316
Zfp553,ENSG00000180035
Slc25a15,ENSG00000102743
Otub2,ENSG00000089723
Nbas,ENSG00000151779
Usf1,ENSG00000158773
Nup88,ENSG00000108559
Gpx2,ENSG00000176153
Cst8,ENSG00000125815
Ckmt2,ENSG00000131730
Ccbe1,ENSG00000183287
Stx4a,ENSG00000103496
Nrcam,ENSG00000091129
Lbr,ENSG00000143815
Zfp74,ENSG00000175322
Decr2,ENSG00000242612
Ikzf3,ENSG00000161405
Crebrf,ENSG00000164463
Snrnp25,ENSG00000161981
Chaf1a,ENSG00000167670
Cpa3,ENSG00000163751
Ephx4,ENSG00000172031
Tpsb2,ENSG00000172236
Mettl25,ENSG00000127720
2310011J03Rik,ENSG00000119559
Hccs,ENSG00000004961
Slc20a1,ENSG00000144136
Lenep,ENSG00000163352
Tmem125,ENSG00000179178
Trnt1,ENSG00000072756
Aqp11,ENSG00000178301
Kcnd1,ENSG00000102057
Calu,ENSG00000128595
Dnttip2,ENSG00000067334
Lamtor2,ENSG00000116586
B3galt1,ENSG00000172318
Senp2,ENSG00000163904
Kif2a,ENSG00000068796
Cnih1,ENSG00000100528
Pkhd1,ENSG00000170927
St8sia1,ENSG00000111728
Atp6v0a4,ENSG00000105929
Rbm20,ENSG00000203867
Pin1,ENSG00000127445
Rhpn1,ENSG00000158106
Xrn2,ENSG00000088930
Tecpr2,ENSG00000196663
Hsf1,ENSG00000185122
Prdx2,ENSG00000167815
Usp49,ENSG00000164663
Aaed1,ENSG00000158122
Hsd17b11,ENSG00000198189
Cope,ENSG00000105669
Txk,ENSG00000074966
Ikbkb,ENSG00000104365
Tubb1,ENSG00000101162
Zyg11b,ENSG00000162378
Dock7,ENSG00000116641
Fam160a1,ENSG00000164142
Armc2,ENSG00000118690
Poc1b,ENSG00000139323
Hras,ENSG00000174775
Atp11a,ENSG00000068650
Irf3,ENSG00000126456
Dock2,ENSG00000134516
Ldoc1l,ENSG00000188636
Spc24,ENSG00000161888
Ankrd17,ENSG00000132466
Elmo3,ENSG00000102890
Elf1,ENSG00000115306
Rfc3,ENSG00000133119
Mettl24,ENSG00000053328
Plin5,ENSG00000214456
Arhgef7,ENSG00000102606
Psmd2,ENSG00000175166
Nae1,ENSG00000159593
Zfp655,ENSG00000197343
Dph6,ENSG00000134146
Camk2a,ENSG00000070808
Papolg,ENSG00000115421
Cnot10,ENSG00000182973
Tcaim,ENSG00000179152
Slc47a1,ENSG00000142494
Parvb,ENSG00000188677
Hps6,ENSG00000166189
Ids,ENSG00000010404
Kcp,ENSG00000135253
3830406C13Rik,ENSG00000114405
Clec14a,ENSG00000176435
Nsg2,ENSG00000170091
Rsad2,ENSG00000134321
Thra,ENSG00000126351
Ube2v1,ENSG00000244687
Rabgap1l,ENSG00000152061
Alas1,ENSG00000023330
Fam83e,ENSG00000105523
Emc9,ENSG00000100908
Rfxap,ENSG00000133111
Rps11,ENSG00000142534
Ppp6c,ENSG00000119414
Ccng1,ENSG00000113328
Mrpl18,ENSG00000112110
Fpgt,ENSG00000254685
Tgfb2,ENSG00000092969
Kcnj5,ENSG00000120457
Pik3r1,ENSG00000145675
Ranbp17,ENSG00000204764
Mr1,ENSG00000153029
Tmem33,ENSG00000109133
Disp2,ENSG00000140323
Zc3h10,ENSG00000135482
Rassf10,ENSG00000189431
Anp32b,ENSG00000136938
Lipe,ENSG00000079435
Exoc5,ENSG00000070367
Gdi2,ENSG00000057608
Hyal2,ENSG00000068001
Pip4k2c,ENSG00000166908
Slc30a9,ENSG00000014824
Acy1,ENSG00000243989
Peli2,ENSG00000139946
Spen,ENSG00000065526
Slc38a4,ENSG00000139209
1190002N15Rik,ENSG00000181744
Adh5,ENSG00000197894
Glmn,ENSG00000174842
Lrfn1,ENSG00000128011
Slamf9,ENSG00000162723
Tsr3,ENSG00000007520
S100g,ENSG00000169906
Lrrc17,ENSG00000128606
Crot,ENSG00000005469
Il18,ENSG00000150782
Polh,ENSG00000170734
Rest,ENSG00000084093
Rnf186,ENSG00000178828
Sdf4,ENSG00000078808
Klhl8,ENSG00000145332
Glrx5,ENSG00000182512
Slc7a8,ENSG00000092068
Tmc6,ENSG00000141524
B4galnt1,ENSG00000135454
Snrpg,ENSG00000143977
Smu1,ENSG00000122692
Mrpl14,ENSG00000180992
Cotl1,ENSG00000103187
Ahr,ENSG00000106546
Snrnp35,ENSG00000184209
Snrpb,ENSG00000125835
Rasgef1b,ENSG00000138670
Champ1,ENSG00000198824
Bri3,ENSG00000164713
Ap3s2,ENSG00000157823
Zbed4,ENSG00000100426
Il20rb,ENSG00000174564
Rab37,ENSG00000172794
Rnf103,ENSG00000239305
Pnkp,ENSG00000039650
Ccdc32,ENSG00000128891
Itga9,ENSG00000144668
Rccd1,ENSG00000166965
Zfp41,ENSG00000181638
Api5,ENSG00000166181
Nme4,ENSG00000103202
Sgms1,ENSG00000198964
Ifltd1,ENSG00000152936
Impdh2,ENSG00000178035
Adck2,ENSG00000133597
Hoxb8,ENSG00000120068
Lancl2,ENSG00000132434
Cnbp,ENSG00000169714
Nudt19,ENSG00000213965
1700026L06Rik,ENSG00000165698
B3galt6,ENSG00000170340
Ephb3,ENSG00000182580
Rap2c,ENSG00000123728
Cyb5d1,ENSG00000182224
Cd9,ENSG00000010278
Ppard,ENSG00000112033
Plch2,ENSG00000149527
Il1rap,ENSG00000196083
Cdc73,ENSG00000134371
Lap3,ENSG00000002549
Actr1b,ENSG00000115073
Dhrs7b,ENSG00000109016
Mettl16,ENSG00000127804
Il22ra1,ENSG00000142677
Pdlim2,ENSG00000120913
4930452B06Rik,ENSG00000163689
Exosc5,ENSG00000077348
