Mouse Genes,Human Ortholog Symbol,Identity
Rfxank,ENSG00000064490,85
Trabd,ENSG00000170638,93.0851
Msh5,ENSG00000204410,88.8489
Col12a1,ENSG00000111799,92.3931
Taok2,ENSG00000149930,92.2267
Rufy2,ENSG00000204130,94.7195
Mfap2,ENSG00000117122,89.071
Cd52,ENSG00000169442,49.1803
Shf,ENSG00000138606,84.2213
Mlf2,ENSG00000089693,96.7742
Rbm14,ENSG00000239306,98.3558
Stk3,ENSG00000104375,96.945
Cyb5r4,ENSG00000065615,80.9981
Gal3st2,ENSG00000154252,67.8392
Srebf1,ENSG00000072310,79.5118
Pdcd5,ENSG00000105185,83.2
Rnf111,ENSG00000157450,90.1623
6330416G13Rik,ENSG00000157693,87.4269
Alg6,ENSG00000088035,84.4181
Ufsp2,ENSG00000109775,83.3689
Slc11a1,ENSG00000018280,86.9091
Dak,ENSG00000149476,85.3913
1700008J07Rik,not found,
Dancr,not found,
Dennd4a,ENSG00000174485,90.2465
Phf13,ENSG00000116273,92.3333
Samd4,ENSG00000020577,95.1254
Zfhx4,ENSG00000091656,91.4823
Sertad4,ENSG00000082497,81.1798
Zfp354b,ENSG00000178338,81.3726
Trim6,ENSG00000121236,75.7752
Colq,ENSG00000206561,90.989
Pygl,ENSG00000100504,94.8052
Lmnb2,ENSG00000176619,80.3226
Bmp8b,not found,
Pdxk,ENSG00000160209,86.2179
Ppfibp1,ENSG00000110841,87.7612
Ccdc88c,ENSG00000015133,82.2485
Ap4e1,ENSG00000081014,80.387
Nr4a3,ENSG00000119508,92.492
Trappc12,ENSG00000171853,79.1837
Ggnbp1,not found,
Acp1,ENSG00000143727,84.1772
Ggt5,ENSG00000099998,78.157
Nob1,ENSG00000065882,89.9366
Rfx5,ENSG00000143390,77.9221
Mia2,ENSG00000150527,67.9178
Mia2,ENSG00000212710,71.5436
Mia2,ENSG00000289604,68.7259
Mia2,ENSG00000236761,68.5972
Mia2,ENSG00000271321,67.6963
Mia2,ENSG00000288784,68.2111
Mia2,ENSG00000271079,67.9537
Apex2,ENSG00000169188,79.3436
Adrb2,ENSG00000169252,88.1356
Lrrc73,ENSG00000204052,98.7342
Ehd3,ENSG00000013016,97.3832
Galns,ENSG00000141012,82.1839
Impa1,ENSG00000133731,86.2816
Daam2,ENSG00000146122,91.9476
Lrrc25,ENSG00000175489,47.8689
Cdc42bpg,ENSG00000171219,84.9774
Sfpq,ENSG00000116560,93.2107
Ccnb1,ENSG00000134057,85.9122
Prr16,ENSG00000184838,92.7632
Setd7,ENSG00000145391,95.3552
Itga2b,ENSG00000005961,79.7883
Psmd6,ENSG00000163636,97.9434
Eml6,ENSG00000214595,97.0889
Tcf7l2,ENSG00000148737,93.538
Gm6548,not found,
B230208H11Rik,not found,
Cxcl9,ENSG00000138755,69.6
Pkhd1l1,ENSG00000205038,81.8996
Srsf11,ENSG00000116754,94.8347
Txnrd3,ENSG00000197763,83.6703
Ppp1r3c,ENSG00000119938,86.1199
Cdca7l,ENSG00000164649,75.1101
Cd300lb,ENSG00000178789,57.2139
Tgfb1i1,ENSG00000140682,84.3818
Zfyve9,ENSG00000157077,87.3684
Rab11fip5,ENSG00000135631,74.1692
Kitl,ENSG00000049130,82.7839
Gpank1,ENSG00000204438,78.9326
Col4a6,ENSG00000197565,80
Proca1,ENSG00000167525,44.7802
Dapk1,ENSG00000196730,95.1049
Pla2g16,ENSG00000176485,73.4568
Chst1,ENSG00000175264,94.1606
Arhgef10l,ENSG00000074964,91.4777
Mar-08,error - retries exceeded,
Catsper2,ENSG00000166762,69.8113
Os9,ENSG00000135506,81.5592
Trf,ENSG00000091513,73.0659
Egflam,ENSG00000164318,88.3053
Hebp2,ENSG00000051620,83.9024
Gripap1,ENSG00000068400,93.1034
Ccnd2,ENSG00000118971,92.0415
Hdgf,ENSG00000143321,88.3333
Ears2,ENSG00000103356,84.8948
Col14a1,ENSG00000187955,89.8107
Adrm1,ENSG00000130706,96.5602
Arhgap4,ENSG00000089820,81.2896
Smg9,ENSG00000105771,97.1154
Orc2,ENSG00000115942,78.6828
Lingo1,ENSG00000169783,99.1936
Tmem184a,ENSG00000164855,82.8087
Tnfrsf22,ENSG00000173535,12.7413
Tnfrsf22,ENSG00000120889,6.36364
Tnfrsf22,ENSG00000173530,9.58549
Plod1,ENSG00000083444,91.3343
Palm2,not found,
Tmem194,ENSG00000166881,82.6577
Myrf,ENSG00000124920,88.5317
Ankmy1,ENSG00000144504,64.0777
Zfp799,not found,
Etohd2,not found,
Stk32c,ENSG00000165752,90.7407
Tpi1,ENSG00000111669,95.9839
Atp2a3,ENSG00000074370,94.6947
Kif7,ENSG00000166813,88.9054
Vstm2b,ENSG00000187135,89.1228
Fbxl13,ENSG00000161040,64
Eno2,ENSG00000111674,98.6175
Rhoj,ENSG00000126785,92.9907
Lyl1,ENSG00000104903,77.1429
Stat4,ENSG00000138378,94.7861
Cadm2,ENSG00000175161,96.5347
Gpcpd1,ENSG00000125772,92.5595
Gm10509,not found,
P2ry2,ENSG00000175591,89.3899
Col7a1,not found,
Tcta,ENSG00000145022,82.5243
Eri1,ENSG00000104626,83.3811
Zdbf2,ENSG00000204186,45.2421
Polr2b,ENSG00000047315,99.9148
Kit,ENSG00000157404,82.7869
Klhl4,ENSG00000102271,87.7437
Bad,ENSG00000002330,75
Dhx16,ENSG00000204560,95.389
Rasl11a,ENSG00000122035,89.2562
Ext1,ENSG00000182197,99.3298
Pkdrej,ENSG00000130943,59.4319
Smyd4,ENSG00000186532,71.5174
D2hgdh,ENSG00000180902,80.2303
Tmem139,ENSG00000178826,56.0185
Gucy1a2,ENSG00000152402,89.6175
1810026J23Rik,ENSG00000142444,81.1538
Tgtp1,not found,
Vat1,ENSG00000108828,89.8219
Edn3,ENSG00000124205,54.2017
Gars,ENSG00000106105,91.2043
Pigf,ENSG00000151665,87.6712
Serpinb6a,ENSG00000124570,76.5957
Bpifb5,not found,
Rap1a,ENSG00000116473,100
Kifc5b,ENSG00000237649,77.8603
Ivd,ENSG00000128928,88.8889
Itga11,ENSG00000137809,90.2357
Abca4,ENSG00000198691,88.3414
Sumo3,not found,
Commd9,ENSG00000110442,89.899
Gltscr1,ENSG00000063169,88.141
Vma21,ENSG00000160131,81.1881
Rdh14,ENSG00000240857,87.7976
Actl6a,ENSG00000136518,98.8345
Irak3,ENSG00000090376,76.1745
Gpr55,ENSG00000135898,77.116
Zfp385a,ENSG00000161642,95.9016
BC051142,error - retries exceeded,
Atxn10,ENSG00000130638,82.9474
Mtmr10,ENSG00000166912,91.8919
Setd4,ENSG00000185917,76.8182
Sf1,ENSG00000168066,99.2175
Cdc42ep4,ENSG00000179604,78.9326
Fam83b,ENSG00000168143,81.4045
Mcc,ENSG00000171444,93.4249
Rgag4,ENSG00000242732,67.3111
Lactb2,ENSG00000147592,83.3333
Gtpbp8,ENSG00000163607,75.7042
Ap1m1,ENSG00000072958,99.2908
Psd4,ENSG00000125637,66.0985
Pole3,ENSG00000148229,92.517
Kank4,ENSG00000132854,74.4724
D8Ertd82e,ENSG00000275342,75.9602
Slc12a5,ENSG00000124140,97.491
Nxph3,ENSG00000182575,96.4286
Ptpdc1,ENSG00000158079,73.5149
Osbpl10,ENSG00000144645,91.4921
Zfp706,ENSG00000120963,100
Pbx3,ENSG00000167081,99.7696
Mapkapk2,ENSG00000162889,93
Ttc22,ENSG00000006555,84.1828
Tmprss2,ENSG00000184012,77.8455
Lrrc4b,ENSG00000131409,96.3534
Aqp1,ENSG00000240583,94.052
Tmem213,ENSG00000214128,69.1589
Itgb6,ENSG00000115221,90.4822
Vps8,ENSG00000156931,93.4174
Zfp191,ENSG00000172466,95.1087
Ppp1r11,ENSG00000204619,88.8889
Adora2a,ENSG00000128271,81.068
Mat1a,ENSG00000151224,96.4557
Rhod,ENSG00000173156,64.7619
Gcsam,ENSG00000174500,56.1798
Rpl36,ENSG00000130255,100
Cst3,ENSG00000101439,69.1781
Slc20a2,ENSG00000168575,91.7178
Tmem5,ENSG00000118600,83.07
Mphosph10,ENSG00000124383,81.6446
Lrp1,ENSG00000123384,97.9974
Xirp2,ENSG00000163092,66.3567
Rhot2,ENSG00000140983,85.1133
Bclaf1,ENSG00000029363,96.1957
Pbld1,ENSG00000108187,82.6389
Snhg5,not found,
Akna,ENSG00000106948,58.0959
Abhd15,ENSG00000168792,86.1111
Hey1,ENSG00000164683,94.7368
Fbxw7,ENSG00000109670,96.4639
Tvp23b,ENSG00000175106,89.1626
Tvp23b,ENSG00000171928,92.1951
Fbxl7,ENSG00000183580,98.3707
Fam45a,ENSG00000119979,90.4762
Hdgfrp3,ENSG00000166503,96.5517
Gsg1l,ENSG00000169181,88.8218
Kdm5d,ENSG00000012817,80.6368
Tnfrsf4,ENSG00000186827,60.2888
Pomgnt1,ENSG00000085998,98.4848
Tbx2,ENSG00000121068,95.0843
Slfn5,ENSG00000166750,58.8103
Zfp354a,ENSG00000169131,82.6446
Rab23,ENSG00000112210,93.2489
4930556M19Rik,not found,
Aass,ENSG00000008311,87.473
Zfp748,ENSG00000213799,37.4227
Gm19522,not found,
Ier2,ENSG00000160888,78.9238
Spsb4,ENSG00000175093,97.8022
Acrbp,ENSG00000111644,75.3223
Rab11fip2,ENSG00000107560,92.3828
Clec12a,ENSG00000172322,48.6792
Sdccag8,ENSG00000054282,77.8401
Map3k1,ENSG00000095015,89.2857
Wdr24,ENSG00000127580,95.3165
Mpi,ENSG00000178802,84.6336
Hmga1-rs1,not found,
Ppip5k2,ENSG00000145725,95.4143
Cdk1,ENSG00000170312,96.9697
Pum1,ENSG00000134644,98.9057
Sirt6,ENSG00000077463,83.3803
Samm50,ENSG00000100347,95.9488
Vldlr,ENSG00000147852,95.9908
Gja3,ENSG00000121743,71.7241
Themis,ENSG00000172673,79.4072
Trerf1,ENSG00000124496,88.7789
Ngfrap1,ENSG00000166681,93.0693
Cwc15,ENSG00000150316,99.1266
Cntd1,ENSG00000176563,85.1515
Akt1s1,ENSG00000204673,92.9688
Idi1,ENSG00000067064,78.5211
Oit1,ENSG00000198643,70.9821
Gkn3,not found,
Fgf12,ENSG00000114279,97.7901
Gpr68,ENSG00000119714,92.0548
1700123O20Rik,ENSG00000179933,83.5714
Gpr137,ENSG00000173264,95.202
Vars2,ENSG00000137411,83.5372
Art4,ENSG00000111339,59.2357
Arhgap30,ENSG00000186517,75.4768
Ctsl,not found,
Iqsec2,ENSG00000124313,98.3871
Mar-04,error - retries exceeded,
Rab4b,ENSG00000167578,99.5305
Ppp1r35,ENSG00000160813,73.913
Prokr1,not found,
Arl6ip4,ENSG00000182196,79.7468
Zfp286,ENSG00000187607,81.19
Pgd,ENSG00000142657,93.9959
Yars2,ENSG00000139131,83.6478
Ubxn8,ENSG00000104691,72.963
Slc7a7,ENSG00000155465,90.0196
Mid2,ENSG00000080561,96.4626
Dok2,ENSG00000147443,74.0291
Samd5,ENSG00000203727,90.1734
Nnat,not found,
1500009L16Rik,ENSG00000235162,85.7143
Jam3,ENSG00000166086,86.4516
Nudt5,ENSG00000165609,82.1918
Gapdh,ENSG00000111640,93.4328
Lrrfip2,ENSG00000093167,90.2913
C5ar2,ENSG00000134830,61.7211
Gsap,ENSG00000186088,74.9415
Aacs,ENSG00000081760,89.7321
Klhl13,ENSG00000003096,93.1142
Ranbp3,ENSG00000031823,76.5432
Deaf1,ENSG00000175548,84.9894
Deaf1,ENSG00000139133,86.0465
Tmem128,ENSG00000132406,81.2121
Ooep,ENSG00000203907,42.2819
Neb,ENSG00000183091,67.6598
Mdh2,ENSG00000146701,94.3787
Fam3c,ENSG00000196937,94.2731
B3glct,ENSG00000187676,83.5341
Tinag,ENSG00000137251,85.5042
Yipf3,ENSG00000137207,96
Wwtr1,ENSG00000018408,90.75
Ptpn6,ENSG00000111679,93.6134
Rps6ka1,ENSG00000117676,94.5578
Tg,ENSG00000042832,73.8801
Ankrd11,ENSG00000167522,79.647
Slc45a4,ENSG00000022567,81.6832
Slx4,ENSG00000188827,51.5267
Ppp1r3d,ENSG00000132825,80.602
Casc1,ENSG00000118307,65.7895
Pcdhb8,ENSG00000113209,76.9811
Ros1,ENSG00000047936,80.1367
Mettl20,ENSG00000139160,76.7176
Rpl26,ENSG00000161970,100
Nfya,ENSG00000001167,99.7118
Csf1r,ENSG00000182578,75.2058
Usp22,ENSG00000124422,97.9048
Trmt1l,ENSG00000121486,87.7217
Gpr162,ENSG00000250510,95.9184
Gpr97,ENSG00000182885,68.4882
Zcchc3,ENSG00000247315,87.0968
Rec8,ENSG00000100918,76.234
Fastkd3,ENSG00000124279,64.5015
Kmo,ENSG00000117009,77.3663
Maf1,ENSG00000179632,94.5312
Adamts10,ENSG00000142303,94.107
Aim2,ENSG00000163568,56.2682
Lta4h,ENSG00000111144,92.7987
D430041D05Rik,ENSG00000110427,72.1808
Smim15,ENSG00000188725,97.2973
Nr3c1,ENSG00000113580,90.2188
Olfr1033,ENSG00000174937,89.5765
Mrpl47,ENSG00000136522,76.4
Kcne4,ENSG00000152049,90
Ktn1,ENSG00000126777,81.6507
Gm4285,not found,
Gm9159,not found,
Adamts4,ENSG00000158859,90.4421
Ankzf1,ENSG00000163516,78.3747
Macrod2,ENSG00000172264,75
Jak2,ENSG00000096968,93.7279
Adpgk,ENSG00000159322,91.3481
Elovl4,ENSG00000118402,91.7197
Kcnn3,ENSG00000143603,95.7592
Arid2,ENSG00000189079,91.9891
Cpsf1,ENSG00000071894,95.7727
Bptf,ENSG00000171634,82.363
Tmem134,ENSG00000172663,93.3333
Mxd1,ENSG00000059728,86.8778
Smg6,ENSG00000070366,90.7682
Wbscr22,ENSG00000071462,79.3594
Map10,ENSG00000212916,47.5138
Trib2,ENSG00000071575,98.2507
Rrp9,ENSG00000114767,92.6316
Enho,ENSG00000168913,100
Unc79,ENSG00000133958,93.6461
Fbxw10,ENSG00000171931,69.4867
Fbxw10,ENSG00000241322,68.484
Pnisr,ENSG00000132424,92.9193
Fam46c,ENSG00000183508,95.9079
Hcfc2,ENSG00000111727,82.197
Clk3,ENSG00000179335,98.7755
Tmem198,ENSG00000188760,97.7778
Sh3bp4,ENSG00000130147,91.6926
Rpf1,ENSG00000117133,95.1289
Glod4,ENSG00000167699,91.6107
Retnla,ENSG00000163515,50.4505
Col6a6,ENSG00000206384,83.0756
Cerk,ENSG00000100422,83.6127
Cacnb2,ENSG00000165995,93.7879
Arhgap21,ENSG00000107863,86.5169
Pask,ENSG00000115687,72.4112
Snca,ENSG00000145335,95
Rcsd1,ENSG00000198771,63.9423
Zfp273,not found,
Phactr3,ENSG00000087495,82.4687
Mthfsd,ENSG00000103248,68.4073
Tpm2,ENSG00000198467,94.3662
Ier3,ENSG00000137331,72.4359
Dync1i2,ENSG00000077380,97.9624
Zeb1,ENSG00000148516,86.3111
Fxr2,ENSG00000129245,98.3655
Ccdc141,ENSG00000163492,72.9412
Ltbr,ENSG00000111321,65.0575
Tlr6,ENSG00000174130,72.8643
Mapk13,ENSG00000156711,93.1507
Thap11,ENSG00000168286,92.3567
Alg5,ENSG00000120697,89.5062
Smad3,ENSG00000166949,100
Kmt2e,ENSG00000005483,89.451
Paxbp1,ENSG00000159086,95.4198
Prkd2,ENSG00000105287,95.2164
Fkbp2,ENSG00000286264,73.9623
Gm16880,not found,
Pacsin3,ENSG00000165912,94.3396
Nup62,ENSG00000213024,76.8199
Exosc6,ENSG00000223496,91.9118
Cacnb3,ENSG00000167535,99.1736
St14,ENSG00000149418,81.8713
Cd83,ENSG00000112149,66.3415
Rffl,ENSG00000092871,89.5317
Bend7,ENSG00000165626,86.6828
1700010I14Rik,ENSG00000112539,53.5181
1600016N20Rik,ENSG00000185522,48.7382
Hrct1,ENSG00000196196,52.1739
Tbc1d19,ENSG00000109680,97.3384
2510002D24Rik,ENSG00000242259,71.4286
Eogt,ENSG00000163378,87.8558
AI427809,not found,
Galnt6,ENSG00000139629,88.5852
Dnmt3b,ENSG00000088305,83.939
Ythdf1,ENSG00000149658,93.7388
Phip,ENSG00000146247,94.8929
Pisd-ps1,not found,
Pdzd4,ENSG00000067840,93.0323
Pnpla1,ENSG00000180316,60.1399
Zer1,ENSG00000160445,96.2141
Ankrd6,ENSG00000135299,83.0812
Cdkn2aip,ENSG00000168564,83.2759
Cenpo,ENSG00000138092,66
Cpne7,ENSG00000178773,89.7849
Cdk17,ENSG00000059758,98.6616
Noxa1,ENSG00000188747,58.8235
B4galt6,ENSG00000118276,94.7644
Jag2,ENSG00000184916,90.3877
Sfxn5,ENSG00000144040,97.3529
Trim72,ENSG00000177238,90.9853
Prorsd1,not found,
Crb3,ENSG00000130545,50.8333
Rab17,ENSG00000124839,75
Myadm,ENSG00000179820,83.8509
Apba2,ENSG00000034053,92.5234
Rnf181,not found,
Acadvl,ENSG00000072778,83.5115
Flot1,ENSG00000137312,98.3607
Htra2,ENSG00000115317,84.7162
Aes,ENSG00000104964,99.4924
1110046J04Rik,not found,
Arid4a,ENSG00000032219,85.7597
Bzrap1,ENSG00000005379,82.1217
Cmtm3,ENSG00000140931,87.9121
Chrnb1,ENSG00000170175,89.8204
BC068281,error - retries exceeded,
Pnrc2,ENSG00000189266,82.7338
Pex11a,ENSG00000166821,77.7328
Fbxo44,ENSG00000132879,80.3922
Max,ENSG00000125952,99.375
Zgpat,ENSG00000197114,79.4521
Pcdha10,ENSG00000204967,81.0982
Epha8,ENSG00000070886,95.2239
Tm7sf3,ENSG00000064115,77.5439
Cherp,ENSG00000085872,94.6507
Adamts2,ENSG00000087116,88.687
Mthfd1,ENSG00000100714,93.1551
Invs,ENSG00000119509,80.5634
Pdp1,ENSG00000164951,98.324
Mecr,ENSG00000116353,81.7694
Gjb1,ENSG00000169562,98.5866
Ptgfrn,ENSG00000134247,89.9886
Nmnat1,ENSG00000173614,82.0788
Spata13,ENSG00000182957,70.7126
Antxr2,ENSG00000163297,82.9918
Clec9a,ENSG00000197992,59.3361
Pik3r5,ENSG00000141506,86.0227
Tead3,ENSG00000007866,97.4713
Fars2,ENSG00000145982,85.1441
Cdh24,ENSG00000139880,93.3419
Ube2q1,ENSG00000160714,99.2891
Cul9,ENSG00000112659,86.4124
Exoc2,ENSG00000112685,93.6147
Rhox8,not found,
Daxx,ENSG00000204209,72.1622
Tex261,ENSG00000144043,99.4898
Hmmr,ENSG00000072571,74.7586
Bloc1s3,ENSG00000189114,87.1287
Cacna1h,ENSG00000196557,83.1704
Ehd2,ENSG00000024422,96.6851
Hmg20b,ENSG00000064961,92.429
Npy2r,ENSG00000185149,94.4882
Terf2,ENSG00000132604,85.0554
Bmp6,ENSG00000153162,89.8635
Kcne3,ENSG00000175538,92.233
Hcls1,ENSG00000180353,84.1564
Acot7,ENSG00000097021,85.9459
Ldb3,ENSG00000169744,97.5871
Map2,ENSG00000078018,80.5692
Ms4a6c,ENSG00000166926,43.5374
Ms4a6c,ENSG00000110077,47.5556
Rhbdf1,ENSG00000007384,95.5556
Prkcd,ENSG00000163932,90.3846
Duxbl2,error - retries exceeded,
Tbc1d2b,ENSG00000167202,89.0966
Rbbp6,ENSG00000122257,88.5045
Bpnt1,ENSG00000162813,91.5584
Rbmxl1,ENSG00000213516,93.5897
Adcy5,ENSG00000173175,95.4798
Zdhhc23,ENSG00000184307,88.046
Amhr2,ENSG00000135409,78.3595
Stk25,ENSG00000115694,98.8263
Duxbl3,error - retries exceeded,
Bcl9l,ENSG00000186174,93.9293
Ap1s2,ENSG00000182287,89.375
Letmd1,ENSG00000050426,80
Ypel2,ENSG00000175155,100
C4b,ENSG00000224389,76.3188
C4b,ENSG00000244731,76.3761
Cyth4,ENSG00000100055,91.6244
Bahd1,ENSG00000140320,90.7692
Klhdc1,ENSG00000197776,88.67
Phf8,not found,
Eprs,ENSG00000136628,89.2857
Med28,ENSG00000118579,94.382
Dbf4,ENSG00000006634,66.6172
Ptpn7,ENSG00000143851,92.2222
D11Wsu47e,ENSG00000141219,43.8424
Kif4,ENSG00000090889,86.9318
Gpm6a,ENSG00000150625,98.9209
H2-DMb1,ENSG00000242574,71.1027
Sgpp2,ENSG00000163082,79.6992
Csnk1e,ENSG00000213923,98.7981
Ppap2a,ENSG00000067113,74.6479
Wdr36,ENSG00000134987,88.9385
Slfn14,ENSG00000236320,69.8465
Wtap,ENSG00000146457,96.2121
Suds3,ENSG00000111707,96.9512
Pwp1,ENSG00000136045,89.8204
Pcsk1,ENSG00000175426,92.5631
Mns1,ENSG00000138587,76.5657
Mdk,ENSG00000110492,86.014
Kcmf1,ENSG00000176407,97.3753
S100a11,ENSG00000163191,80.9524
Dpp6,ENSG00000130226,92.2543
Atp8a1,ENSG00000124406,98.11
Med8,ENSG00000159479,96.6418
Galnt1,ENSG00000141429,98.39
Samd12,ENSG00000177570,73.1343
Mtbp,ENSG00000172167,77.1018
Ptprc,ENSG00000081237,66.2328
Dmwd,ENSG00000185800,90.8012
Tmem54,ENSG00000121900,74.7748
Gm15446,not found,
H1f0,ENSG00000189060,94.8454
Apitd1,ENSG00000175279,70.2899
Pcdh19,ENSG00000165194,96.4286
Hltf,ENSG00000071794,83.5481
Fam65b,ENSG00000111913,87.7746
Pcf11,ENSG00000165494,86.2989
Foxs1,ENSG00000179772,75.1515
Cycs,ENSG00000172115,91.4286
Tpra1,ENSG00000163870,91.1528
Ap1g2,ENSG00000213983,87.2611
Lpp,ENSG00000145012,89.5425
Pck2,ENSG00000100889,92.1875
Grin2c,ENSG00000161509,88.3212
Fchsd1,ENSG00000197948,91.0145
Stap1,ENSG00000035720,83.7288
Pcdhga1,ENSG00000204956,83.2438
B430319G15Rik,not found,
Fkbp11,ENSG00000134285,90.0498
Trappc2,not found,
Zfp946,ENSG00000196378,39.7032
Ttc39b,ENSG00000155158,88.3117
Agbl5,ENSG00000084693,87.4718
Nphp4,ENSG00000131697,78.1907
Vamp5,ENSG00000168899,63.7931
Ccdc124,ENSG00000007080,86.9955
Lrrc40,ENSG00000066557,82.8904
Irgm1,ENSG00000237693,55.2486
Mfsd11,ENSG00000092931,93.0958
Hnf1b,ENSG00000275410,96.4093
Hvcn1,ENSG00000122986,76.5568
Zfp512,ENSG00000243943,86.4198
Cops2,ENSG00000166200,100
Sfmbt2,ENSG00000198879,73.4899
Epb4.1l4a,ENSG00000129595,93.4402
Tmem62,ENSG00000137842,83.2037
Zfp90,ENSG00000184939,81.761
Tmem214,ENSG00000119777,81.4223
Lmln,ENSG00000185621,89.9123
Cyp46a1,ENSG00000036530,94.6
Slirp,ENSG00000119705,68.8073
Stx7,ENSG00000079950,94.2529
Adamts3,ENSG00000156140,86.39
Dzank1,ENSG00000089091,77.6062
Erf,ENSG00000105722,96.8978
Rab19,ENSG00000146955,88.9401
F2rl3,ENSG00000127533,76.6234
Tollip,ENSG00000078902,92.3358
Mex3b,ENSG00000183496,97.7153
Tub,ENSG00000166402,95.4545
Atg101,ENSG00000123395,98.6239
Mark1,ENSG00000116141,94.3396
Ppp1r12b,ENSG00000077157,88.2892
Lcmt2,ENSG00000168806,77.6968
Pafah2,ENSG00000158006,78.3163
Luc7l3,ENSG00000108848,97.9167
Slc35d3,ENSG00000182747,91.3462
H2-T23,not found,
Strap,ENSG00000023734,97.1429
Fam134a,ENSG00000144567,86.1878
Spty2d1,ENSG00000179119,80.438
Vps72,ENSG00000163159,96.7033
Thsd1,ENSG00000136114,78.6385
Edc3,ENSG00000179151,95.6693
Rmdn3,ENSG00000137824,84.6809
Ablim3,ENSG00000173210,97.9502
Fth1,ENSG00000167996,91.8033
Rnasek,ENSG00000219200,100
Snapc4,ENSG00000165684,57.9306
2310007B03Rik,ENSG00000172478,76.5101
Cp,ENSG00000047457,82.6291
Snx12,ENSG00000147164,98.7654
Dlc1,ENSG00000164741,84.6204
Plekhm1,ENSG00000225190,82.7652
Dvl2,ENSG00000004975,96.6033
Rhoc,ENSG00000155366,100
Ppargc1b,ENSG00000155846,76.5396
Sfxn3,ENSG00000107819,93.7695
2610020H08Rik,ENSG00000005189,66.6667
Bloc1s5,ENSG00000188428,75.9358
Ccdc91,ENSG00000123106,78.6848
Ddit4l,ENSG00000145358,92.7461
Cog4,ENSG00000103051,93.9164
Nova1,ENSG00000139910,99.6055
Matn3,ENSG00000132031,77.9835
Fadd,ENSG00000168040,67.7885
Adipor2,ENSG00000006831,92.487
Oxa1l,ENSG00000155463,74.4828
Zfp867,ENSG00000242852,37.1295
Rabggtb,ENSG00000137955,95.7704
Rnf217,ENSG00000146373,77.8598
Dock11,ENSG00000147251,96.575
Dand5,ENSG00000179284,61.3757
Klc2,ENSG00000174996,95.4984
Fam150a,ENSG00000196711,72.093
Higd1b,ENSG00000131097,75.7576
Cnr2,ENSG00000188822,79.7222
1600002H07Rik,ENSG00000162062,61.6628
Ednra,ENSG00000151617,92.2717
Gtf3c5,ENSG00000148308,85.1638
Hykk,ENSG00000188266,79.8928
Tsfm,ENSG00000123297,85.5385
Ddx3x,ENSG00000215301,98.6405
Pde4c,ENSG00000105650,69.5588
Ache,ENSG00000087085,88.4365
Cdkl2,ENSG00000138769,85.0877
Vit,ENSG00000205221,79.5094
Ripk2,ENSG00000104312,84.2593
Cpsf7,ENSG00000149532,98.7013
Ercc2,ENSG00000104884,97.5
4930430F08Rik,ENSG00000133641,84
Ccdc155,ENSG00000161609,72.0641
Zfp217,ENSG00000171940,69.8473
Ylpm1,ENSG00000119596,87.9776
Hdac5,ENSG00000108840,93.5829
Cyb5rl,ENSG00000215883,77.7778
Cyb5r1,ENSG00000159348,91.8033
Satb2,ENSG00000119042,99.5907
Fam98b,ENSG00000171262,88.6836
Dhrs4,ENSG00000157326,80.2158
Gypa,ENSG00000250361,35.1648
Gypa,ENSG00000197465,23.0769
Gypa,ENSG00000170180,30.6667
Itgb2,ENSG00000160255,80.6242
Gm6251,not found,
Tmem68,ENSG00000167904,92.9012
Ophn1,ENSG00000079482,91.7706
Rita1,ENSG00000139405,63.197
Calml3,ENSG00000178363,89.2617
Btg1,ENSG00000133639,100
Zfp942,ENSG00000196378,35.9926
Slc6a15,ENSG00000072041,91.5069
Pilrb2,not found,
Tfpi2,ENSG00000105825,52.3404
Wnt5b,ENSG00000111186,94.1504
Fcgbp,not found,
Nup107,ENSG00000111581,91.3513
Rpe,ENSG00000197713,95.614
Rpe,ENSG00000235376,91.6667
Rimkla,ENSG00000177181,87.468
Fam81a,ENSG00000157470,92.1196
Fam35a,ENSG00000122376,64.4911
2700097O09Rik,not found,
C2,ENSG00000129084,98.0989
Rbm25,ENSG00000119707,99.1696
Vipas39,ENSG00000151445,94.7262
D830026I12Rik,not found,
Casp3,ENSG00000164305,86.6426
Imp3,ENSG00000177971,96.1957
Ccl5,ENSG00000271503,80.2198
Ctsf,ENSG00000174080,74.1736
Ptpn21,ENSG00000070778,89.2675
Snapc3,ENSG00000164975,84.6715
Ctbs,ENSG00000117151,78.961
Slfn3,ENSG00000172123,41.3495
Slfn3,ENSG00000205045,38.8889
Rab3gap1,ENSG00000115839,92.9664
Pdlim3,ENSG00000154553,92.3077
Tmem143,ENSG00000161558,84.0959
Tulp4,ENSG00000130338,94.4912
Kcnma1,ENSG00000156113,98.4628
Rhog,ENSG00000177105,100
Tyrobp,ENSG00000011600,73.4513
Fcf1,not found,
1700112E06Rik,ENSG00000148655,88.0531
Hlcs,ENSG00000159267,78.3505
Slc39a1,ENSG00000143570,93.8272
Tceanc,ENSG00000176896,68.0912
Tacc3,ENSG00000013810,38.7828
Fam163b,ENSG00000196990,90.3614
Mis18bp1,ENSG00000129534,48.1449
Pafah1b1,ENSG00000007168,99.7561
Trmu,ENSG00000100416,89.0736
Ddt,ENSG00000099977,73.7288
Ddt,ENSG00000099974,54.4776
Bpifb1,ENSG00000125999,58.0578
Cox8a,ENSG00000176340,68.1159
